Each record represents a work of art that was painted by one of the artists in this database and is displayed in one of the museums in this database.  ,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOwzF6ydDZFQflMt7U6VdBjwbj08C02gyESoFjOJ_JW5UBA26gYV8eGwWk51y4h3lH52A35yov7qWN/pub?gid=250719604&single=true&output=csv,"{""top"":10,""left"":116}
",,,,
196621,Portrait of Mademoiselle Marie Murer,51,500,Impressionism,16,20
196633,Reading (La Lecture),51,500,Impressionism,16,20
196645,Study of Girls' Heads,51,500,Impressionism,19,24
196657,Study of Heads,51,500,Impressionism,19,24
196673,Apple Vendor,51,500,Impressionism,19,24
196683,Embroiderers (Les Brodeuses),51,500,Impressionism,19,24
196693,Mussel-Fishers at Berneval,51,500,Impressionism,24,30
196704,Promenade (La Promenade),51,500,Impressionism,24,30
196715,Portrait of Misia Sert,51,500,Impressionism,19,24
196726,Standing Woman and Seated Woman in a Landscape,51,500,Impressionism,19,24
196736,Tea Time,51,500,Impressionism,19,24
196746,Autumn Landscape,51,500,Impressionism,19,24
196756,Two Figures on a Path,51,500,Impressionism,19,24
196766,Two Girls,51,500,Impressionism,19,24
196786,Woman Daydreaming,51,500,Impressionism,19,24
196796,Woman Crocheting,51,500,Impressionism,19,24
196806,Woman in Tulle Blouse and Black Skirt,51,500,Impressionism,19,24
196816,Woman Leaning on a Chair,51,500,Impressionism,19,24
196826,Woman Sewing,51,500,Impressionism,19,24
196836,Woman with Black Hair,51,500,Impressionism,19,24
196846,Woman with Capeline,51,500,Impressionism,19,24
196856,Woman with Fan,51,500,Impressionism,19,24
196866,Woman with Glove,51,500,Impressionism,19,24
196876,Young Girl with Hat,51,500,Impressionism,15,20
196888,"Young Woman in Blue, Bust",51,500,Impressionism,15,20
196900,Young Woman Reading,51,500,Impressionism,15,20
196912,Young Woman with Rose,51,500,Impressionism,15,20
196924,Young Woman with Rose,51,500,Impressionism,15,20
196936,Bather and Maid,51,500,Impressionism,16,24
196947,Leaving the Conservatory,51,500,Impressionism,16,24
196956,Young Mother,51,500,Impressionism,16,24
196975,Sailor Boy (Portrait of Robert Nunès),51,500,Impressionism,16,24
196985,The Source (La Source),51,500,Impressionism,16,24
196999,"Andrée in a Hat, Reading",51,500,Impressionism,20,16
197010,"Andrée in Pink, Reclining",51,500,Impressionism,20,16
197021,Bather Gazing at Herself in the Water,51,500,Impressionism,20,16
197032,Child Reading,51,500,Impressionism,20,16
197043,Cup of Chocolate,51,500,Impressionism,20,16
197054,Fruit and Bonbonnière,51,500,Impressionism,20,16
197065,Girl at the Foot of a Tree,51,500,Impressionism,20,16
197076,"Girl on a Balcony, Cagnes",51,500,Impressionism,20,16
197087,Girls in the Grass Arranging a Bouquet,51,500,Impressionism,20,16
197098,Grape Gatherers,51,500,Impressionism,20,16
197109,"Nude Study, Bust of a Woman",51,500,Impressionism,20,16
197120,Seated Woman,51,500,Impressionism,20,16
197131,Two Women in a Landscape,51,500,Impressionism,20,16
197142,Woman in Red in a Landscape,51,500,Impressionism,20,16
197154,Woman Leaning,51,500,Impressionism,20,16
197166,Woman with Hat in a Landscape,51,500,Impressionism,20,16
197177,Writing Lesson,51,500,Impressionism,24,18
197191,"Bois de la Chaise, Noirmoutier",51,500,Impressionism,24,19
197201,"Chestnut Trees, Pont-Aven",51,500,Impressionism,24,19
197211,Dovecote at Bellevue,51,500,Impressionism,24,19
197231,Environs of Briey,51,500,Impressionism,24,19
197241,Girls in a Landscape,51,500,Impressionism,24,19
197251,Houses on a Hill,51,500,Impressionism,24,19
197261,In Brittany,51,500,Impressionism,24,19
197271,Landscape (Paysage),51,500,Impressionism,24,19
197281,Landscape (Paysage),51,500,Impressionism,24,19
197291,Landscape (Paysage),51,500,Impressionism,24,19
197301,"Landscape with Figures, near Cagnes",51,500,Impressionism,24,19
197311,Landscape with Woman Gardening,51,500,Impressionism,24,19
197321,Le Béal,51,500,Impressionism,24,19
197331,Louveciennes,51,500,Impressionism,24,19
197341,Meadow (La Prairie),51,500,Impressionism,24,19
197351,Montagne Sainte-Victoire (Paysage),51,500,Impressionism,24,19
197362,On the Grass,51,500,Impressionism,24,19
197372,Peninsula of Saint-Jean,51,500,Impressionism,24,19
197382,Picnic,51,500,Impressionism,24,19
197392,Reading (La Lecture),51,500,Impressionism,24,19
197402,Resting in the Grass,51,500,Impressionism,24,19
197412,The Seine at Argenteuil,51,500,Impressionism,24,19
197422,View From Montmartre,51,500,Impressionism,24,19
197432,Woman and Child in the Grass,51,500,Impressionism,24,19
197442,Woman in Blue Skirt,51,500,Impressionism,30,24
197452,Anemones,51,500,Impressionism,16,20
197462,Bouquet of Roses,51,500,Impressionism,16,20
197473,Bouquet of Roses,51,500,Impressionism,16,20
197484,Bouquet,51,500,Impressionism,16,20
197495,"Flowers, Fleurs",51,500,Impressionism,16,20
197506,Flowers in a Green Vase,51,500,Impressionism,16,20
197517,Vase of Flowers,51,500,Impressionism,16,20
197528,Childrens Afternoon at Wargemont,49,500,Impressionism,24,16
197537,Farmhouse (La Ferme),51,500,Impressionism,24,16
197547,Henriot Family,51,500,Impressionism,24,16
197558,Landscape (Paysage),51,500,Impressionism,24,16
197568,Landscape (Paysage),51,500,Impressionism,24,16
197578,Landscape with Woman in Pink and White,51,500,Impressionism,24,16
197588,"Landscape, La Gaude",51,500,Impressionism,24,16
197598,Landscape,51,500,Impressionism,24,16
197609,Le Cannet,51,500,Impressionism,24,16
197620,"View from the Garden of the Post Office, Cagnes",51,500,Impressionism,24,16
197631,Lemons and Orange,51,500,Impressionism,24,16
197641,"Oranges, Bananas, and Teacup",51,500,Impressionism,24,16
197651,Pears (Poires),51,500,Impressionism,24,16
197671,Still Life with Melon,51,500,Impressionism,24,16
197681,Nude Woman Reclining,51,500,Impressionism,24,12
197711,Anemones,51,500,Impressionism,24,12
197721,"Apples, Orange, and Lemon",51,500,Impressionism,24,12
197741,Reclining Nude,51,500,Impressionism,32,16
197759,Landscape with Woman and Dog,51,500,Impressionism,24,24
197770,Woman in Muslin Dress,51,500,Impressionism,24,24
197780,Women in the Fields,51,500,Impressionism,24,24
197810,Léopold Zborowksi,51,831,Expressionism,16,24
197821,Boy in Sailor Suit,51,831,Expressionism,16,24
197832,Madame Hanka Zborowska Leaning on a Chair,51,831,Expressionism,16,24
197843,Young Woman in Blue,51,831,Expressionism,16,24
197854,Redheaded Girl in Evening Dress,51,831,Expressionism,16,24
197866,Cypresses and Houses at Cagnes,51,831,Expressionism,19,24
197879,The Pastry Chef (Baker Boy),51,878,Expressionism,19,24
197889,Bouquet of Flowers,51,878,Expressionism,19,24
197899,Woman with Round Eyes,51,878,Expressionism,24,30
197909,"Winding Road, Near Gréolières",51,878,Expressionism,16,24
197917,Woman in Blue,51,878,Expressionism,16,24
197928,Woman Seated in Armchair,51,878,Expressionism,16,24
197939,At the Beach,51,779,Post-Impressionism,24,19
197951,Beach and Village,51,779,Post-Impressionism,24,19
197963,Beach Scene and Hill,51,779,Post-Impressionism,24,19
197975,Beach Scene with Two Trees,51,779,Post-Impressionism,24,19
197987,Beach Scene,51,779,Post-Impressionism,24,19
197999,"Brooksville, Maine (River and Rocks)",51,779,Post-Impressionism,24,19
198011,Gloucester Harbor,51,779,Post-Impressionism,24,19
198023,Landscape with Figures,51,779,Post-Impressionism,24,19
198035,Seascape St. Malo,51,779,Post-Impressionism,24,19
198047,Idyl,51,779,Post-Impressionism,30,24
198059,Landscape (Park Scene),51,779,Post-Impressionism,30,24
198067,Landscape (Road and Town),51,779,Post-Impressionism,24,16
198075,Beach and Two Houses,51,779,Post-Impressionism,24,16
198087,Beach Scene with Donkeys (or Mules),51,779,Post-Impressionism,24,16
198099,Marblehead Harbor,51,779,Post-Impressionism,24,16
198111,The Beach,51,779,Post-Impressionism,24,16
198123,"Trees, Houses, People",51,779,Post-Impressionism,24,16
198135,"The Beach ""No. 3""",51,779,Post-Impressionism,30,15
198146,Graveyard,51,721,Impressionism,30,24
198155,River Scene Boat and Trees,51,721,Impressionism,30,24
198164,River Scene Boats and Houses,51,721,Impressionism,30,24
198173,Swimming Hole,51,721,Impressionism,30,24
198182,Hot Beds,51,721,Impressionism,24,19
198193,Landscape with Gnarled Trees,51,721,Impressionism,30,24
198206,Melancholy Italian Woman (Rome),51,916,Romanticism,19,24
198217,"Mme de Larochenoire, Wife of the Painter",51,916,Romanticism,19,24
198253,"Waterloo Bridge, Effect of Fog",51,550,Impressionism,24,16
198264,Girl with Dog,51,550,Impressionism,16,20
198277,Madame Monet Embroidering,51,550,Impressionism,18,24
198289,Monsieur Coqueret,51,550,Impressionism,16,20
198301,Le Givre,51,550,Impressionism,24,16
198321,Sèvres Bridge,51,573,Impressionism,24,19
198332,Saint Mammès-Loing Canal,51,573,Impressionism,24,16
198343,Young Girl on a Bench,51,650,Impressionism,16,20
198357,Young Woman in a Garden,51,650,Impressionism,16,24
198369,Tarring the Boat,51,650,Impressionism,24,19
198382,Laundry,51,650,Impressionism,19,24
198395,Saint Francis and Brother Leo Meditating on Death,51,553,Renaissance,16,24
198417,Disrobing of Christ (Espolio),51,553,Renaissance,20,30
198427,Annunciation,51,553,Renaissance,24,30
198440,Portrait of Jacques Galos,51,714,Romanticism,19,24
198453,Woman with Pigeons,51,645,Realism,16,20
198469,Woman Drawing Water from a Water Urn,51,699,Rococo,24,19
198494,The Copper Water Urn,51,699,Rococo,16,20
198507,Along the Susquehanna,51,704,American Art,24,16
198519,Farm,51,704,American Art,24,19
198545,Evening Under the Lamps,51,912,Nabi,20,16
198558,The Ragpickers,51,912,Nabi,20,16
198570,"Woman with Dog, or Woman and Dog at Table",51,912,Nabi,20,16
198582,Garden in Full Sunlight,51,531,Impressionism,20,16
198607,Portrait of a Man Holding a Watch,51,732,Baroque,19,24
198625,Nude Lying on a Couch,51,853,Impressionism,20,16
198638,"Portrait of Frederick the Wise, Duke of Saxony",51,885,Renaissance,19,24
198649,The Square Watch-Tower,51,728,Baroque,24,15
198728,Portrait of Dirck Jansz. Pesser,60,920,Baroque,19,24
198740,Vase of Roses,60,500,Impressionism,16,20
198752,The Crowning of Roxana,60,544,Baroque,29,36
198777,View of Vétheuil,60,550,Impressionism,19,24
198791,The Beach at Honfleur,60,550,Impressionism,24,16
198803,Kitchen Interior,60,735,Baroque,24,16
198814,The Smoker,60,735,Baroque,24,30
198824,Death of Meleager,60,595,Rococo,30,24
198842,"The Gallery of HMS Calcutta, Portsmouth",62,556,Classicism,36,29
198863,View of the Maas near Dordrecht,60,592,Baroque,36,24
198873,The Flight into Egypt,60,592,Baroque,36,29
198888,"Seascape, Beached Boat (Ashore on Salisbury Beach)",60,610,American Landscape,19,24
198899,Young Woman of the People,60,831,Expressionism,16,24
198909,"Reverie, Portrait of Frank Burty Haviland",60,831,Expressionism,19,24
198923,Salvator Mundi,60,706,Neo-Classicism,16,24
198942,Strawberry Tea Set,60,614,Impressionism,24,24
198951,"Point Lobos, Carmel",60,614,Impressionism,20,16
198962,"The Spanish Stairs, Rome",60,614,Impressionism,19,24
198973,Ponte Vecchio,60,614,Impressionism,19,24
198984,"Avenue of the Allies - Brazil, Belgium",60,614,Impressionism,24,36
198993,Sunday in the Alps,60,824,Expressionism,16,20
199013,Two Women,60,824,Expressionism,16,20
199033,Two Nudes in a Room,60,824,Expressionism,16,20
199053,Still Life with Jug and African Bowl,60,824,Expressionism,16,20
199079,Brig Off the Maine Coast,60,722,,24,16
199090,Youth,60,810,Impressionism,30,24
199102,The Coming Storm,60,533,American Art,24,18
199113,Emma in the Purple Dress,60,533,American Art,19,24
199126,Landscape with Cattle,60,733,Rococo,24,16
199137,October,60,733,Rococo,24,16
199149,"Cardinal Roberto Ubaldini, Papal Legate to Bologna",60,719,Baroque,19,24
199164,View of Arnhem,60,728,Baroque,24,19
199191,Portrait of Joseph Scott,60,609,American Art,24,30
199200,Portrait of Isaac Van der Beek,60,833,,20,24
199210,Portrait of Rachel Van Der Beek,60,833,,20,24
199220,Bronze Bowl,60,581,Romanticism,19,24
199229,Portrait of Mrs. John White Alexander,60,581,Romanticism,24,30
199241,Woman and Child,60,513,Impressionism,16,20
199252,Edna,60,593,Realism,16,20
199263,Portrait of Mrs. William Preston Harrison,60,593,Realism,16,20
199274,Pepita,60,593,Realism,15,20
199289,Boy with a Flute,60,647,Baroque,19,24
199308,The Gypsy Girl,60,599,,19,24
199319,A Yacht and Other Vessels in a Calm,60,729,,24,19
199604,The Mystic Marriage of Saint Catherine,60,692,Baroque,20,30
199618,"Mercury, Argus, and Io",60,684,Baroque,24,16
199629,Pastoral Landscape with a Mill,60,537,Baroque,24,16
199691,A View of a Lake in the Mountains,60,639,Realism,24,16
199701,Pastoral Dells and Peaks,60,864,Symbolism,36,24
199708,River Landscape,60,721,Impressionism,30,24
199717,The Disillusioned One,60,669,Art Nouveau,16,20
199728,Portrait of a Man,60,798,Baroque,29,36
199739,Portrait of Richard Palmer,60,601,Realism,16,20
199763,The Mocking of Christ,60,832,Baroque,24,16
199973,"Almy's Pond, Newport",60,693,,24,16
200080,View of a Beach,60,606,,24,16
200225,Samson and Delilah,60,812,Baroque,24,20
200480,Andromeda Chained to the Rock,60,607,Baroque,20,30
200629,A Norman Milkmaid at Gréville,60,648,Realism,16,24
200685,Sous-Bois,60,872,Impressionism,19,24
200800,Arab Woman in a Doorway,60,667,Orientalism,19,24
200912,"Just Onions, Still Life",60,589,Impressionism,20,16
200922,"Alas, Poor Yorick",60,637,Realism,20,16
200932,Tannhäuser on the Venusberg,60,786,Realism,30,24
200944,Holy Family,60,572,American Art,29,36
200955,Portrait of Robert Walter Weir,60,893,Impressionism,16,20
200966,"Composition in White, Red, and Yellow",60,511,,16,20
202039,Seaside (Spring),53,556,Classicism,24,36
202120,"The Voyage of Life, Old Age",46,515,American Landscape,24,16
204154,Glaucus and Nydia,53,551,Classicism,24,16
204167,The Young Eastern Woman,53,904,,19,24
204179,Peregrine Falcons (Duck Hawks),53,565,Naturalism,24,16
204188,Albert Wolff in His Study,53,875,Naturalism,24,30
204197,Portrait of Renoir,53,911,Impressionism,16,20
204208,Valmy and Lea,53,850,Impressionism,24,16
204220,"Mount Starr King, Yosemite",53,712,American Landscape,36,24
204231,Ruin by the Sea,53,549,Symbolism,16,24
204281,Cupids in Conspiracy,53,595,Rococo,20,13
204291,Fountain of Venus,53,595,Rococo,24,30
204303,Head of a Young Woman,53,595,Rococo,16,20
204314,The Beach at Deauville,53,517,Impressionism,16,20
204325,The Dock of Deauville,53,517,Impressionism,19,24
204338,"View of Bordeaux, from the Quai des Chartrons",53,517,Impressionism,24,16
204347,The Coast at Trouville,53,517,Impressionism,20,16
204360,Villas at Trouville,53,829,Impressionism,24,19
204374,After The Bath,53,513,Impressionism,24,16
204385,Mount Sainte-Victoire,53,872,Impressionism,24,19
204397,The Pigeon Tower at Bellevue,53,872,Impressionism,24,19
204409,The Brook,53,872,Impressionism,24,16
204420,Anna Dummer Powell,53,609,American Art,16,20
204431,Catherine Greene,53,609,American Art,16,20
204442,Nathaniel Hurd,53,609,American Art,16,20
204453,Self-Portrait with Hat and Coat,53,785,Expressionism,16,20
204478,Goat Girl Sitting Beside a Stream in a Forest,53,916,Romanticism,24,16
204487,Pond at Ville d'Avray,53,916,Romanticism,24,16
204496,The Cliff at Etretat,53,645,Realism,24,19
204507,"Panoramic View of the Alps, Les Dents du Midi",53,645,Realism,24,16
204515,Storm in the Mountains,53,666,American Landscape,19,24
204524,Twilight in the Wilderness,53,666,American Landscape,36,24
204533,The Monastery of San Pedro (Our Lady of the Snows),53,666,American Landscape,36,24
204540,"Kitchen Utensils with Looks, Fish, and Eggs",53,699,Rococo,24,18
204552,Still Life with Herrings,53,699,Rococo,19,24
204564,The Tired Gleaner,53,651,Realism,16,24
204573,Hannah Wentworth Atkinson,53,796,Rococo,24,30
204582,John Browne,53,796,Rococo,24,30
204660,Saint Jerome,53,736,Baroque,24,30
204701,Portrait of My Daughter Alice,53,589,Impressionism,16,24
204710,Summer,53,541,Symbolism,24,16
204743,View of Florence,53,515,American Landscape,30,20
204763,Virgin and Child with Saints and Donors,53,738,Renaissance,36,24
204794,Travelers in Hilly Countryside,53,592,Baroque,24,16
204804,Portrait of King Charles II of England,53,797,Baroque,29,36
204816,Dancers,53,598,Impressionism,19,24
204830,Portrait of the Marquise d'Aguirandes,53,676,Neo-Classicism,29,36
204842,The Venetian Girl,53,519,Realism,24,36
204849,Portrait of Charles I,53,607,Baroque,24,30
204860,Trees on a Rocky Hillside,53,520,American Art,24,16
204869,Sarah Eliot Scoville,53,520,American Art,24,30
204878,Christ on the Cross,53,553,Renaissance,24,36
204898,Portrait of a Man,53,795,Renaissance,19,24
204911,Marie-Yolande de Fitz-James,53,786,Realism,19,24
204924,Tannhauser,53,786,Realism,30,24
205137,A Peasant Woman Digging in Front of Her Cottage,68,677,Post-Impressionism,24,16
205216,At the Café,53,547,Nabi,30,30
205226,Luncheon (Annette and Her Grandmother),53,547,Nabi,30,30
205236,Café Wepler,53,547,Nabi,24,16
205247,Orchard,53,547,Nabi,24,30
205384,Samson and Delilah,53,832,Baroque,20,30
205402,May Belfort,53,853,Impressionism,19,24
205415,Monsieur Boileau at the Café,53,853,Impressionism,19,24
205426,"Quai au Sable, Charteves",53,852,Naturalism,24,16
205446,Gardener's House at Antibes,53,550,Impressionism,37,26
205458,"Low Tide at Pourville, near Dieppe 1882",53,550,Impressionism,30,20
205477,Spring Flowers,53,550,Impressionism,19,24
205491,The Red Kerchief,53,550,Impressionism,24,30
206136,Portrait of a Woman,53,625,Baroque,24,30
206174,Marguerite-Juliette Pierret,53,834,Romanticism,16,20
206187,"Portrait of George Pitt, First Baron Rivers",53,505,Rococo,20,30
206206,The Large Tree,53,782,Post-Impressionism,30,24
206218,Saint Ambrose,53,714,Romanticism,20,30
206228,Portrait of Don Juan Antonio Cuervo,53,714,Romanticism,20,30
206236,The Angels Appearing to Abraham,53,900,Rococo,36,24
206243,The Sacrafice of Isaac,53,900,Rococo,36,24
206250,Abraham Welcoming the Three Angels,53,900,Rococo,30,24
